driver_id,driver_name,gender,age,experience_years,driver_score,city,primary_zone,vehicle_type,completed_rides,driver_status,join_date
3760,Dale Anderson,Female,55,8,4.49,Lima,Los Olivos,Sedan,982,Active,2021-12-15
3761,Dr. Dylan Obrien,Female,58,11,4.63,Lima,Callao,Hatchback,3637,Active,2026-03-29
3762,Paula Harvey,Female,30,4,4.5,Lima,San Miguel,Hatchback,2528,Active,2021-07-25
3763,Sarah Allison,Female,37,7,4.17,Lima,Miraflores,SUV,3925,Active,2025-01-06
3764,Veronica Ramos,Female,48,12,4.83,Lima,Miraflores,Sedan,3550,Active,2022-03-07
3765,Sarah Andersen,Female,29,10,4.59,Lima,La Molina,Hatchback,2665,Active,2024-02-26
3766,Elizabeth Wilkerson,Female,34,14,4.51,Lima,Callao,Hatchback,1025,Active,2024-12-08
3767,Sandy Diaz,Female,31,10,4.11,Lima,La Molina,Sedan,1256,Active,2022-12-01
3768,Monica Miller,Male,56,13,5.0,Lima,Barranco,Sedan,1757,Active,2025-08-03
3769,Frank Martin,Male,44,15,4.77,Lima,La Molina,SUV,2542,Active,2026-01-09
3770,Raymond Smith,Male,26,7,4.28,Lima,Ate,Motorbike,3104,Active,2022-07-05
3771,Andrew Bradford,Female,37,9,4.9,Lima,Los Olivos,Sedan,2077,Inactive,2025-07-18
3772,Kelly Ramos,Female,34,5,4.3,Lima,Centro de Lima,Motorbike,2439,Active,2023-11-13
3773,Dawn Larsen,Female,28,6,4.19,Lima,Ate,Motorbike,4738,Active,2021-10-26
3774,Roger Thompson,Male,61,8,4.2,Lima,Los Olivos,Sedan,2243,Active,2024-03-17
3775,Jesse Smith,Male,42,1,3.79,Lima,San Isidro,Sedan,1373,Active,2022-05-31
3776,Mike Osborne,Male,56,2,4.69,Lima,La Molina,Motorbike,2398,Active,2023-03-26
3777,Michelle Petersen,Male,63,8,3.77,Lima,Callao,Motorbike,3217,Active,2023-01-07
3778,Ricky Poole,Female,34,12,4.01,Lima,Surco,Sedan,4038,Active,2025-10-19
3779,Pamela Mcmahon,Female,29,10,3.67,Lima,Surco,SUV,1077,Inactive,2023-10-06
3780,Donna Johnson,Female,22,13,4.47,Lima,San Miguel,Sedan,1291,Active,2021-11-10
3781,Kimberly Oconnell,Male,62,10,4.44,Lima,San Isidro,SUV,3199,Active,2024-06-04
3782,Robert Ellis,Female,49,8,4.37,Lima,Los Olivos,Hatchback,1058,Active,2026-04-24
3783,David Ramirez,Female,25,1,4.08,Lima,Los Olivos,SUV,1193,Active,2024-10-22
3784,Michael Parker,Male,23,3,4.03,Lima,La Molina,Motorbike,1098,Active,2025-03-29
3785,Craig Graham,Male,55,1,4.69,Lima,Centro de Lima,Hatchback,642,Active,2023-11-14
3786,Austin Richardson,Male,47,8,4.28,Lima,San Isidro,Hatchback,2983,Active,2023-11-23
3787,Beth Carr DVM,Male,60,2,4.63,Lima,Surco,Motorbike,2732,Active,2024-07-17
3788,Mr. Matthew Wilcox,Male,28,5,4.15,Lima,Callao,SUV,2456,Active,2024-09-06
3789,Nancy Adams,Female,43,2,4.57,Lima,Los Olivos,Motorbike,3801,Active,2025-07-14
3790,Michael King,Male,40,3,5.0,Lima,San Isidro,Hatchback,3137,Active,2022-01-29
3791,Crystal Burgess,Male,29,7,4.73,Lima,Callao,Motorbike,1837,Active,2025-09-16
3792,Janet Martinez,Female,62,7,4.34,Lima,Callao,SUV,2793,Active,2023-06-05
3793,Michael Moore MD,Female,52,11,4.6,Lima,Surco,Sedan,3643,Active,2022-04-10
3794,Kathryn Fuller,Female,23,1,4.4,Lima,Miraflores,SUV,1822,Active,2024-11-05
3795,Craig Smith,Male,42,6,4.5,Lima,Surco,Motorbike,570,Inactive,2021-06-26
3796,Nancy Baker,Female,37,15,4.37,Lima,Centro de Lima,SUV,4550,Active,2025-08-30
3797,Angela Daniels,Male,55,4,4.43,Lima,Surco,Hatchback,4741,Active,2022-11-20
3798,Aaron Bell,Female,35,2,4.58,Lima,Surco,Hatchback,2120,Active,2021-05-25
3799,Dana Marshall,Female,65,2,4.1,Lima,Surco,SUV,3112,Active,2025-05-02
3800,Charles Allen,Female,26,2,4.09,Lima,Ate,Hatchback,2185,Active,2024-12-13
3801,Kara Cooper,Male,41,4,3.94,Lima,Miraflores,Motorbike,570,Active,2025-03-01
3802,Daniel Young,Female,41,5,3.86,Lima,Centro de Lima,Hatchback,2047,Active,2024-12-28
3803,Julia Gallagher,Female,53,4,4.01,Lima,Ate,Sedan,474,Active,2023-07-27
3804,Whitney Anderson,Male,65,9,4.56,Lima,San Isidro,Motorbike,3985,Active,2026-04-30
3805,Tiffany Walker,Male,26,6,4.14,Lima,Surco,SUV,804,Active,2025-06-18
3806,Cheryl Bradley,Male,55,7,4.71,Lima,Miraflores,Hatchback,1449,Active,2024-11-11
3807,Tamara Lee,Male,25,9,4.51,Lima,Miraflores,Hatchback,3786,Active,2025-03-22
3808,Sarah Myers,Male,41,7,3.71,Lima,San Miguel,Hatchback,2517,Active,2024-06-10
3809,Joel Espinoza,Male,47,11,4.76,Lima,Barranco,Hatchback,4538,Active,2024-03-23
3810,Edward Carter Jr.,Male,63,4,4.82,Lima,San Miguel,Motorbike,2052,Active,2023-02-26
3811,Mrs. Rebecca Nguyen,Male,33,1,4.1,Lima,Miraflores,SUV,3361,Active,2023-07-05
3812,Paige Patrick,Female,32,9,4.67,Lima,San Miguel,Sedan,3586,Active,2025-04-15
3813,James Hughes,Male,29,3,4.16,Lima,San Isidro,Motorbike,2411,Active,2022-01-25
3814,Paul Moore,Female,22,7,4.54,Lima,Miraflores,Sedan,3399,Active,2026-01-19
3815,Betty Perez,Male,37,6,3.99,Lima,Miraflores,Sedan,4873,Inactive,2023-01-04
3816,Crystal Rhodes,Male,46,7,3.78,Lima,Ate,SUV,2096,Active,2025-02-22
3817,Jose Burnett,Male,29,5,4.35,Lima,San Miguel,SUV,356,Active,2022-11-15
3818,Barbara Dunn,Male,58,3,4.45,Lima,Miraflores,Motorbike,1558,Active,2025-01-18
3819,Jill Ray,Male,62,1,4.34,Lima,San Isidro,Sedan,833,Active,2022-09-11
3820,Kelly Morrison,Male,37,9,4.03,Lima,La Molina,Sedan,2562,Active,2022-01-16
3821,Gerald Wheeler,Male,62,3,4.34,Lima,Ate,Hatchback,3028,Inactive,2025-03-12
3822,Jessica Sherman,Male,28,13,4.61,Lima,La Molina,Motorbike,1808,Active,2022-09-08
3823,David Mitchell,Female,47,11,4.48,Lima,Barranco,SUV,2370,Active,2025-08-04
3824,Candace Miller,Female,53,7,4.57,Lima,Callao,Hatchback,2494,Active,2022-02-13
3825,Mark Vance,Female,21,3,4.23,Lima,Los Olivos,SUV,2210,Active,2022-09-24
3826,Rebecca Ortiz,Female,24,12,4.97,Lima,La Molina,Hatchback,4828,Active,2025-12-30
3827,Kevin Hays,Male,61,11,4.03,Lima,Surco,Motorbike,3929,Active,2023-06-27
3828,Margaret Fry,Female,51,14,4.7,Lima,Los Olivos,Sedan,1950,Active,2023-10-25
3829,Desiree Nicholson,Female,32,7,4.97,Lima,San Miguel,Sedan,3361,Active,2025-12-13
3830,Holly Hunt,Male,45,3,4.69,Lima,Ate,Sedan,3078,Active,2022-11-18
3831,Timothy Simmons,Male,47,7,4.42,Lima,Surco,Hatchback,2508,Active,2023-12-03
3832,Joseph Contreras,Female,44,4,4.29,Lima,Callao,Motorbike,2091,Active,2024-12-29
3833,Melanie Wilson,Female,49,13,4.91,Lima,Los Olivos,Motorbike,2268,Active,2025-06-18
3834,Anthony Stone,Female,42,4,3.93,Lima,Barranco,Motorbike,4647,Active,2025-11-06
3835,Stephanie Gaines,Female,30,5,4.11,Lima,Centro de Lima,SUV,1709,Active,2024-03-13
3836,Jonathan Martin,Male,42,8,4.34,Lima,Centro de Lima,Hatchback,720,Inactive,2025-09-18
3837,Laura Williams,Female,61,9,5.0,Lima,Surco,SUV,1889,Inactive,2023-08-18
3838,Daryl Paul,Female,39,7,4.65,Lima,Ate,Hatchback,4543,Active,2022-06-16
3839,Lori Castillo DDS,Male,57,1,4.11,Lima,Los Olivos,SUV,3432,Active,2022-03-12
3840,John Lee,Male,51,10,4.38,Lima,Los Olivos,Sedan,1986,Active,2026-02-05
3841,Bethany Robinson,Male,35,11,4.25,Lima,San Isidro,Hatchback,4146,Active,2024-08-28
3842,Joseph Armstrong,Female,53,11,4.22,Lima,San Isidro,Sedan,1661,Active,2022-04-14
3843,Amy Lopez,Female,52,13,4.89,Lima,Barranco,Hatchback,1755,Active,2022-06-07
3844,Benjamin Wu,Male,65,3,3.95,Lima,Surco,Hatchback,83,Active,2022-03-04
3845,Terry Tyler,Male,56,15,5.0,Lima,Los Olivos,Motorbike,206,Active,2022-03-19
3846,Erica Torres,Female,28,3,4.83,Lima,Los Olivos,SUV,1053,Active,2023-03-01
3847,Deanna Alvarado,Female,40,13,4.94,Lima,Barranco,Motorbike,3671,Active,2025-04-06
3848,Tina Lee,Male,30,12,4.31,Lima,Los Olivos,Motorbike,4786,Active,2026-04-29
3849,Lisa Hayes,Male,46,4,4.44,Lima,Centro de Lima,SUV,1616,Active,2026-02-10
3850,Eric Jones,Female,58,14,3.93,Lima,Miraflores,SUV,4872,Active,2023-05-28
3851,Lisa Hoffman,Male,57,5,4.29,Lima,San Isidro,SUV,4192,Active,2021-11-30
3852,Patricia Simmons,Female,65,15,4.7,Lima,Callao,Hatchback,3189,Active,2025-05-05
3853,Joseph Taylor,Female,47,8,5.0,Lima,Ate,SUV,259,Active,2022-02-02
3854,Zachary Cooper,Male,35,10,4.06,Lima,San Isidro,Hatchback,958,Active,2022-05-15
3855,Mary Daniel,Male,43,13,4.35,Lima,San Isidro,Hatchback,4729,Active,2022-01-05
3856,Mrs. Lisa Brown,Female,36,10,4.44,Lima,Callao,Sedan,4978,Active,2023-08-20
3857,Ashley Hayes,Male,26,4,3.94,Lima,Surco,Motorbike,1904,Active,2023-04-08
3858,Andrew Ramsey,Male,63,7,4.74,Lima,Surco,Sedan,3998,Active,2025-12-18
3859,Sarah Smith,Male,57,9,4.21,Lima,Miraflores,Sedan,2223,Active,2023-03-20
3860,Brian Rodriguez,Male,52,10,4.42,Lima,San Isidro,Motorbike,1823,Active,2023-12-04
3861,Stephen Sims,Male,26,2,4.32,Lima,Surco,Sedan,3330,Active,2026-01-15
3862,Cody Love,Male,24,14,4.18,Lima,Miraflores,SUV,2602,Active,2021-09-20
3863,Mark Cowan,Male,47,14,4.5,Lima,Los Olivos,Sedan,3466,Active,2021-12-18
3864,Mary Lloyd,Male,25,15,4.41,Lima,La Molina,Motorbike,4983,Active,2022-02-28
3865,Dennis Weiss,Female,33,5,4.35,Lima,Surco,Motorbike,4161,Active,2021-06-08
3866,Scott Valdez,Male,24,4,4.21,Lima,San Isidro,Hatchback,2665,Active,2025-04-30
3867,Christopher Wheeler,Female,51,10,4.63,Lima,Callao,Sedan,837,Active,2022-02-02
3868,Emily Brown,Male,55,7,5.0,Lima,San Miguel,Hatchback,531,Active,2023-07-15
3869,Jerry Harris,Female,65,15,4.56,Lima,San Isidro,SUV,757,Active,2025-11-07
3870,Mrs. Jill Lambert DDS,Male,27,10,4.9,Lima,Barranco,Motorbike,2584,Active,2023-05-14
3871,Jonathan Jackson,Male,63,14,3.94,Lima,Ate,Sedan,85,Active,2025-09-14
3872,Steven Johnston,Female,28,3,4.56,Lima,Surco,Motorbike,4421,Active,2022-08-16
3873,Tanner Powell,Male,52,15,4.06,Lima,Los Olivos,Hatchback,665,Active,2022-06-02
3874,Amanda Sutton,Female,44,8,3.91,Lima,Los Olivos,SUV,3167,Active,2022-12-05
3875,Raymond Nguyen,Male,36,9,4.2,Lima,Centro de Lima,Motorbike,702,Active,2022-10-18
3876,Taylor Taylor,Male,28,11,4.98,Lima,Callao,Motorbike,3154,Active,2025-08-18
3877,Melissa Jackson,Female,62,3,4.88,Lima,Surco,Sedan,1024,Active,2024-10-08
3878,Anita Fowler,Male,36,2,4.6,Lima,San Miguel,Sedan,2798,Active,2026-05-12
3879,Jennifer Cross,Female,63,7,3.89,Lima,San Isidro,Hatchback,1569,Active,2024-05-29
3880,Bethany Kelly,Female,43,6,4.42,Lima,Barranco,Hatchback,1419,Active,2025-05-11
3881,Tara Roman,Female,25,1,4.62,Lima,Surco,Hatchback,1188,Active,2025-03-20
3882,Elizabeth Lloyd,Female,25,15,4.57,Lima,Ate,Motorbike,3871,Active,2025-06-10
3883,Robert Nelson,Male,59,5,3.76,Lima,Miraflores,Sedan,4200,Active,2024-09-10
3884,James Turner,Female,58,11,4.14,Lima,Centro de Lima,Motorbike,2841,Inactive,2023-05-26
3885,Justin Johnson,Female,46,4,4.47,Lima,Ate,Motorbike,3045,Active,2023-04-13
3886,Jacob Martinez,Female,32,8,4.71,Lima,Barranco,Hatchback,757,Active,2026-02-14
3887,Christopher Ellis,Female,62,6,3.62,Lima,Miraflores,Motorbike,3368,Active,2022-05-19
3888,Chad Jones,Male,21,8,4.44,Lima,San Isidro,Motorbike,234,Active,2022-03-23
3889,William Carroll,Male,62,15,4.56,Lima,La Molina,Sedan,2298,Inactive,2023-05-01
3890,Hailey Leon,Male,45,9,4.84,Lima,Surco,Sedan,3498,Active,2022-08-16
3891,Ann Perkins,Male,53,8,4.78,Lima,Miraflores,Hatchback,890,Active,2023-03-01
3892,Jacqueline Wong,Male,59,1,4.73,Lima,Centro de Lima,SUV,2277,Active,2024-04-06
3893,Kyle Wheeler,Male,21,8,4.18,Lima,La Molina,Sedan,3389,Active,2022-09-01
3894,Joshua Lambert,Male,63,3,3.74,Lima,Barranco,SUV,1196,Active,2022-03-07
3895,Christine Cole,Male,56,3,4.34,Lima,Ate,Motorbike,2375,Active,2024-05-04
3896,Katherine Adams,Female,30,9,4.9,Lima,Callao,Motorbike,1627,Active,2021-12-21
3897,Alyssa Mcintosh,Female,38,2,5.0,Lima,Centro de Lima,Sedan,369,Active,2025-04-03
3898,Darren Stafford,Male,27,12,4.78,Lima,San Miguel,Sedan,995,Active,2023-11-26
3899,Jeff Taylor,Female,41,4,4.67,Lima,Barranco,SUV,2660,Active,2025-11-27
3900,Kimberly Martinez,Male,54,10,4.65,Lima,Los Olivos,Motorbike,1125,Active,2023-03-23
3901,Richard Higgins,Female,65,15,4.28,Lima,Ate,Sedan,2994,Active,2023-05-19
3902,Daniel Henry,Male,50,9,4.45,Lima,Barranco,Sedan,2018,Active,2022-09-08
3903,William Simmons,Male,22,15,5.0,Lima,Callao,Motorbike,2508,Active,2025-03-03
3904,Daniel Ford,Male,42,4,4.12,Lima,Callao,Motorbike,2518,Active,2025-08-23
3905,Cindy Moore,Male,29,13,5.0,Lima,Surco,Motorbike,4232,Active,2021-11-11
3906,Tyler Mckay,Female,47,13,4.37,Lima,Barranco,Sedan,3770,Active,2022-02-24
3907,John Weeks,Male,62,9,5.0,Lima,Miraflores,Hatchback,4600,Active,2022-08-04
3908,David Willis,Male,43,8,3.94,Lima,La Molina,Hatchback,4631,Active,2023-05-10
3909,Mrs. Nancy Collins,Male,28,11,4.73,Lima,La Molina,Hatchback,1245,Active,2021-09-18
3910,Connie Patel,Male,36,14,4.21,Lima,San Miguel,Motorbike,3347,Active,2023-05-25
3911,Jared Salinas,Female,43,15,3.93,Lima,Callao,Motorbike,4088,Active,2025-12-11
3912,Stephanie Green,Male,22,9,4.59,Lima,Callao,Sedan,2329,Active,2021-07-18
3913,Jordan Smith,Male,59,7,4.9,Lima,Surco,Motorbike,4690,Active,2024-02-23
3914,Heather Williams,Female,54,10,4.16,Lima,Miraflores,Hatchback,4500,Active,2026-03-14
3915,Elizabeth Adams,Female,24,7,3.9,Lima,Centro de Lima,SUV,2766,Active,2023-09-05
3916,Yvonne George,Male,38,6,4.46,Lima,San Isidro,Hatchback,3687,Active,2025-03-19
3917,Gregory Snyder,Male,49,7,4.47,Lima,Los Olivos,Sedan,813,Active,2021-10-31
3918,Peggy Mitchell,Female,56,1,4.72,Lima,La Molina,Sedan,1196,Active,2022-05-23
3919,Brian Foster,Male,33,8,4.88,Lima,Callao,Hatchback,3314,Active,2023-06-20
3920,Jamie Burnett,Male,40,8,4.48,Lima,San Miguel,Sedan,4136,Active,2026-02-26
3921,Terry Sandoval,Male,64,3,5.0,Lima,Surco,SUV,2019,Active,2024-08-05
3922,Shari Carney,Female,53,1,4.59,Lima,San Isidro,Hatchback,311,Active,2021-08-15
3923,Robert Good,Female,40,2,4.36,Lima,La Molina,Hatchback,2761,Active,2023-06-06
3924,Eric Brown,Female,41,9,3.86,Lima,Centro de Lima,Motorbike,2819,Active,2021-10-24
3925,Brittany Campos,Female,58,15,4.39,Lima,Barranco,Hatchback,285,Active,2022-11-21
3926,Jeffrey Stewart,Female,45,1,4.37,Lima,Barranco,Motorbike,1378,Active,2022-07-28
3927,Kerry Sullivan,Male,36,13,4.88,Lima,Barranco,Motorbike,1794,Active,2023-01-08
3928,Janet Jacobs,Male,39,6,4.68,Lima,San Isidro,Motorbike,1535,Active,2023-03-28
3929,Linda Mckenzie,Male,29,9,4.03,Lima,Miraflores,Motorbike,3219,Active,2025-10-02
3930,Julia Lester,Female,29,10,4.57,Lima,Barranco,Sedan,3614,Active,2021-11-07
3931,Michelle King,Male,27,8,4.77,Lima,Callao,SUV,2470,Active,2026-01-01
3932,Cynthia Clements,Female,22,5,5.0,Lima,Centro de Lima,SUV,762,Active,2024-09-27
3933,Ms. Rachel Garcia,Male,43,11,4.86,Lima,Los Olivos,Hatchback,2022,Active,2024-09-23
3934,Andrew Rhodes,Female,51,14,4.8,Lima,La Molina,SUV,90,Active,2023-03-07
3935,Troy Romero,Male,23,4,4.52,Lima,Callao,SUV,1042,Active,2023-03-09
3936,Jeffrey Mccarty,Male,40,9,4.66,Lima,Barranco,SUV,2985,Active,2024-07-10
3937,Antonio Neal,Male,27,11,5.0,Lima,San Isidro,SUV,4842,Active,2023-04-27
3938,Rodney Nichols,Female,34,6,3.97,Lima,Callao,Hatchback,1898,Active,2022-12-11
3939,Michael Mitchell,Male,24,1,4.36,Lima,Barranco,Motorbike,526,Active,2022-07-12
3940,Samuel Armstrong,Female,45,3,4.19,Lima,Los Olivos,Motorbike,1559,Active,2025-06-10
3941,Morgan Green,Female,25,9,4.65,Lima,Callao,Motorbike,3068,Active,2026-04-22
3942,Nicholas Jensen,Male,49,10,4.99,Lima,Miraflores,Motorbike,1218,Active,2024-07-23
3943,Lindsay Schmitt,Male,43,12,4.26,Lima,La Molina,Sedan,1829,Inactive,2024-11-07
3944,Ronald Bennett,Female,62,11,3.54,Lima,Ate,Sedan,3889,Active,2021-12-19
3945,Thomas Molina,Female,45,5,4.34,Lima,La Molina,Hatchback,3663,Active,2022-05-26
3946,Deborah Moore,Female,28,10,4.87,Lima,La Molina,Sedan,2472,Active,2022-08-03
3947,Kathy Brown,Female,63,8,4.72,Lima,Los Olivos,Hatchback,4137,Active,2022-07-21
3948,Dana Burgess,Female,43,3,4.67,Lima,San Isidro,SUV,3907,Active,2022-07-12
3949,Phillip Arellano,Male,57,3,4.39,Lima,San Miguel,Hatchback,4586,Active,2022-07-25
3950,Shannon Ruiz,Male,47,11,3.99,Lima,Barranco,SUV,657,Active,2023-09-27
3951,David Stewart,Female,64,2,4.71,Lima,Ate,Hatchback,3251,Active,2025-03-15
3952,Joshua Hicks,Female,61,14,4.17,Lima,La Molina,Motorbike,3964,Active,2022-03-20
3953,Mary Lynch,Male,30,4,5.0,Lima,Ate,Motorbike,4033,Active,2023-10-27
3954,Chad Johnson,Female,25,14,4.73,Lima,Ate,Motorbike,1180,Active,2023-07-08
3955,Ryan Castaneda,Female,44,7,4.27,Lima,San Isidro,Sedan,1857,Active,2026-05-01
3956,Barbara Fisher,Male,30,10,4.26,Lima,Miraflores,Sedan,2602,Active,2022-03-07
3957,Stephanie Smith,Male,36,8,4.46,Lima,Callao,SUV,2807,Active,2022-01-19
3958,Danielle Hendricks,Male,65,12,4.4,Lima,Barranco,Motorbike,649,Active,2025-12-16
3959,Brian Campos,Female,59,11,4.95,Lima,Los Olivos,SUV,4164,Active,2022-10-01
3960,Jessica Hall,Female,51,13,4.57,Lima,San Isidro,Hatchback,4435,Active,2021-11-05
3961,Alexander Jones,Female,33,13,4.21,Lima,San Miguel,Sedan,4120,Active,2022-01-24
3962,Joseph Bradshaw,Male,42,15,5.0,Lima,Miraflores,Sedan,1772,Active,2021-11-12
3963,David Thomas,Female,38,11,4.52,Lima,San Miguel,SUV,298,Active,2024-06-09
3964,Barbara Wilkinson,Female,46,5,4.81,Lima,Centro de Lima,SUV,1557,Active,2024-06-04
3965,Mr. John Allen,Female,44,2,4.26,Lima,Barranco,Motorbike,1233,Active,2022-04-21
3966,Randall Joseph,Female,43,4,4.65,Lima,San Miguel,Hatchback,2089,Active,2023-05-30
3967,Kayla Smith,Female,45,10,4.62,Lima,Surco,Hatchback,3894,Active,2021-07-21
3968,Charles Curtis,Male,58,7,3.74,Lima,Surco,Motorbike,1358,Active,2024-03-16
3969,Kristina Brooks,Female,28,1,5.0,Lima,Barranco,Motorbike,2563,Active,2024-04-10
3970,Justin Silva,Female,47,10,5.0,Lima,San Miguel,Hatchback,1111,Active,2022-12-10
3971,Lisa Jackson MD,Male,42,14,4.34,Lima,Miraflores,Hatchback,949,Active,2023-10-13
3972,Robert Mullen,Female,49,15,4.06,Lima,Barranco,SUV,3473,Active,2023-07-23
3973,Ann Castillo,Male,65,1,4.64,Lima,Surco,Motorbike,3661,Active,2025-09-20
3974,Elizabeth Baker,Male,25,3,4.53,Lima,Surco,Hatchback,4764,Active,2026-04-07
3975,Laura Marks,Male,63,6,4.64,Lima,Barranco,SUV,85,Active,2022-01-22
3976,Richard Smith,Male,52,8,4.58,Lima,Surco,Motorbike,4556,Inactive,2024-08-12
3977,Jessica Edwards,Female,57,8,4.7,Lima,San Isidro,Motorbike,1171,Active,2022-11-21
3978,Dillon Ramos,Male,24,8,5.0,Lima,La Molina,SUV,248,Active,2024-06-29
3979,Marcus Michael,Male,49,9,4.73,Lima,La Molina,Hatchback,1229,Active,2021-10-14
3980,Christopher Anderson,Female,30,12,4.08,Lima,San Miguel,Sedan,509,Active,2022-11-26
3981,Rachel Rodriguez,Female,46,8,5.0,Lima,Miraflores,Hatchback,3328,Active,2022-05-16
3982,Mitchell Ford,Female,61,4,5.0,Lima,La Molina,Sedan,1201,Active,2026-03-30
3983,Greg Lynch,Male,29,15,5.0,Lima,Miraflores,Motorbike,1291,Active,2024-06-17
3984,Oscar Carroll,Female,38,3,4.05,Lima,Ate,SUV,3226,Active,2025-05-01
3985,Anthony Snyder,Female,34,7,4.6,Lima,Miraflores,SUV,3747,Inactive,2023-05-02
3986,Renee Wright,Female,65,9,3.67,Lima,San Isidro,SUV,3371,Active,2025-08-01
3987,James Wolf,Female,42,11,4.72,Lima,Los Olivos,SUV,2124,Active,2025-06-06
3988,Tracy Hall,Female,44,15,4.28,Lima,Callao,Sedan,3484,Active,2021-09-03
3989,Nathan Nguyen,Female,33,3,5.0,Lima,San Isidro,SUV,2192,Active,2023-01-05
3990,Megan Pittman,Male,62,15,4.19,Lima,San Isidro,Motorbike,57,Active,2021-09-19
3991,Larry Ortega,Male,28,8,3.82,Lima,Ate,Sedan,2876,Active,2023-10-20
3992,Joshua Green,Male,54,12,4.31,Lima,Surco,Motorbike,4224,Active,2024-12-24
3993,Virginia Burke,Female,24,5,3.71,Lima,La Molina,Sedan,553,Active,2025-12-02
3994,Stanley Martin,Female,45,15,4.8,Lima,San Isidro,SUV,4219,Active,2025-05-09
3995,Kara Mccarthy,Female,33,9,3.67,Lima,Ate,SUV,894,Active,2023-05-14
3996,William Kelley,Male,50,6,4.51,Lima,La Molina,Sedan,2935,Active,2025-05-04
3997,Michael Robles,Female,21,2,3.67,Lima,Los Olivos,Motorbike,3353,Active,2022-04-22
3998,Justin Evans,Female,52,14,4.37,Lima,Miraflores,Sedan,3742,Inactive,2024-12-26
3999,Ronald Marks,Female,59,1,5.0,Lima,San Isidro,Hatchback,1317,Active,2023-10-09
4000,Cameron Lester,Male,54,12,4.64,Lima,Centro de Lima,Sedan,4627,Active,2024-08-11
4001,Janet Kelley,Female,27,6,4.15,Lima,Los Olivos,Hatchback,4276,Active,2022-01-17
4002,Linda Oneal,Female,57,10,4.49,Lima,Centro de Lima,Motorbike,3900,Active,2023-03-17
4003,Nancy Morrison,Male,54,4,4.51,Lima,Los Olivos,Sedan,1681,Active,2024-10-13
4004,Lucas Weiss,Male,23,12,4.69,Lima,San Miguel,SUV,2678,Active,2024-08-23
4005,William Lynch,Male,37,6,3.95,Lima,Callao,Motorbike,4466,Active,2025-01-08
4006,Eric Strickland,Female,49,12,4.74,Lima,La Molina,Motorbike,1278,Inactive,2024-12-23
4007,Michelle Norris,Male,36,10,3.42,Lima,Surco,SUV,4910,Active,2025-03-31
4008,Duane Herrera,Female,63,3,4.25,Lima,Centro de Lima,Motorbike,822,Active,2025-07-27
4009,Brittany Norman,Female,25,11,4.3,Lima,Los Olivos,Hatchback,2755,Active,2024-09-09
4010,Laura Clarke,Male,59,14,4.75,Lima,La Molina,Sedan,1754,Active,2024-04-25
4011,Joshua Pierce,Male,53,6,4.51,Lima,Centro de Lima,SUV,1725,Active,2021-07-05
4012,Nicole Stevens,Male,45,7,3.94,Lima,Surco,Motorbike,4903,Active,2022-02-04
4013,Joshua Nguyen,Male,44,13,4.11,Lima,San Miguel,SUV,551,Active,2023-12-24
4014,Tracy Long,Male,44,5,4.58,Lima,La Molina,Sedan,3543,Active,2024-07-15
4015,James Murphy,Male,50,14,4.47,Lima,Ate,Hatchback,1610,Active,2024-10-03
4016,Leroy Jones,Male,21,11,4.27,Lima,Ate,SUV,3791,Inactive,2023-06-15
4017,Margaret Ortiz,Male,51,8,4.31,Lima,San Isidro,Motorbike,3784,Active,2025-05-17
4018,Desiree Coleman,Female,29,12,4.78,Lima,La Molina,Sedan,3988,Active,2021-09-22
4019,Christian Williams,Male,24,1,4.29,Lima,Barranco,Sedan,3675,Active,2022-12-12
4020,Robert Mitchell,Male,30,12,4.46,Lima,La Molina,Motorbike,2332,Active,2024-03-09
4021,Victoria Williams,Female,52,4,5.0,Lima,Centro de Lima,Hatchback,474,Inactive,2024-07-23
4022,Sydney Rush,Male,27,13,3.93,Lima,Callao,Hatchback,3549,Active,2026-01-10
4023,Brian Gutierrez,Female,44,12,3.76,Lima,Los Olivos,Hatchback,3609,Active,2024-02-24
4024,Joshua Hart,Female,47,5,4.81,Lima,Ate,SUV,383,Active,2025-06-23
4025,Gregory Cooke,Female,38,1,4.23,Lima,Barranco,SUV,193,Inactive,2025-02-03
4026,Heather Villarreal,Female,39,3,4.37,Lima,La Molina,Hatchback,3161,Active,2021-10-04
4027,Patricia Morrison,Male,65,3,4.19,Lima,Callao,Sedan,1091,Active,2022-09-10
4028,Anna Bradley,Female,36,10,4.4,Lima,Miraflores,Motorbike,158,Active,2022-05-16
4029,Stephanie Frazier,Female,51,11,5.0,Lima,Miraflores,Sedan,2042,Active,2021-10-24
4030,Mrs. Shannon Collins MD,Male,61,10,4.82,Lima,San Miguel,Sedan,986,Active,2022-05-14
4031,Amanda Johnson,Female,27,1,4.84,Lima,Barranco,Hatchback,617,Active,2023-12-20
4032,Mr. William Ramirez,Female,53,1,3.93,Lima,San Miguel,SUV,1152,Active,2021-07-10
4033,Jason Hunt,Female,50,15,4.04,Lima,Ate,SUV,2804,Active,2022-09-25
4034,Connor Moreno,Male,39,9,3.36,Lima,San Miguel,Hatchback,4149,Active,2022-02-06
4035,Jose Garrison,Female,59,3,4.18,Lima,Callao,Hatchback,933,Active,2025-05-13
4036,Brandy Soto,Female,26,14,4.88,Lima,La Molina,Hatchback,2115,Inactive,2021-12-09
